tag_code	query_instruction_english	problem_clean_english	expert_judge	demon_flag	expert_reason
x47060201	Learn how to calculate travel time and distance given the time required to walk a certain distance and the time required to rest after each distance. Common related question types include the following: (1) Find the travel time given the distance; (2) Find the distance given the travel time.	A cartoon started showing at 2:15 pm and ended at 3:40 pm. The cartoon was shown for ____ hours and ____ minutes.	0	-1	
x07020314	Learn the relationship between the left and right movement of the decimal point and the corresponding multiples in calculations. Commonly related question types include the following: (1) Calculate the given equation (multiply decimals by 10, 100, 1000, or divide by 10, 100, 1000); (2) Give an equation, in which the equation The two sides are the decimal and the decimal multiplied by an underscore space. The decimals on both sides of the equation only differ in the position of the decimal point. Fill in the corresponding multiplier or divisor value in the blank space. In addition, please note: the calculation can only be one-step calculation, and the formula of the question cannot be described in words.	Expand 0.417 to its ( ) times is 417.	0	-1	
x02040502	Learn the composition of two-digit numbers less than or equal to 100 (how many tens and how many ones). Common related question types include the following: (1) Convert a two-digit number into a combination of tens and ones; (2) Fill in the corresponding two-digit number based on the combination of tens and ones.	920 plus ____ tens is 1000.	0	-1	
x02061003	Learn to use 3 or 4 digits to form a three-digit or four-digit number, and judge the size relationship between the digits. Related question types are limited to the following: (1) Use 3 digits to form a three-digit number smaller than a certain number. Find the total number of such three-digit numbers, the largest number, and the smallest number. Each digit can only be used once in the combination process. (2) Knowing that the sum of the digits in each digit of a four-digit number is a certain number, find the largest number and the smallest number of this four-digit number.	Arrange the following numbers in order from largest to smallest. 605000, 600050, 560000, 500600, 600500 ____.	0	-1	
x06030101	Learn the size relationship between proper fractions with the same denominator. Common related question types include the following: (1) Compare the size relationship between two proper fractions with the same denominator; (2) Given multiple proper fractions with the same denominator, solve sequence-related problems based on their value size. Also note: If a question contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above requirements. If there is unit information after the number in the question stem, the unit must be the same, and the problem solving process does not involve addition, subtraction, multiplication, and division calculations.	If a rope is cut into 6 equal pieces, which is greater, 2/6 of the rope or 4/6 of the rope?	1	-1	
x07010103	Learn the relationship between the changes in the numerator and denominator of a fraction while keeping the value unchanged. Common related question types include the following: (1) Rewrite a fraction into an equal fraction with a specified numerator or denominator; (2) Determine the change in the original denominator or numerator of a fraction when the numerator or denominator increases or decreases, and the value of the fraction remains unchanged. In addition, it should be noted that the change in the numerator or denominator should be limited to addition, subtraction, multiplication, and division operations between integers.	If the numerator of a fraction is enlarged 6 times and the denominator is reduced 2 times, then the value of the fraction is ( )A 3 timesB 4 timesC 8 timesD 12 times	0	-1	
x20070401	Learn how to convert area units: square meters, square decimeters, square centimeters, and square millimeters. Common related question types include the following: (1) Direct conversion based on the conversion rate between area units. Also note: the questions do not involve mathematical application questions, the area conversion units do not include square kilometers, the questions do not include other addition, subtraction, multiplication, and division operations other than area unit conversion, and the questions cannot include size comparisons.	0.36 cubic decimeter = ____ cubic centimeter ____ cubic meter = 32650 cubic decimeter	0	-1	
x11040203	Learn to perform addition and subtraction operations between two tens less than 100, and judge the relationship between the results of the calculation and other calculations or numbers. Common related question types include the following: (1) Comparing the size of an addition or subtraction formula consisting of two tens less than 100 and a single number; (2) Comparing the size of two addition or subtraction formulas consisting of two tens less than 100.	The product of two prime numbers is 35 and the difference is 2. The smaller of the two numbers is ____ and the larger number is ____.	0	-1	
x04030601	Learn to use reciprocals to solve problems related to alphabetic formulas (forms in which a letter is multiplied by a number, e.g., 0.5*a). Commonly related question types include the following: (1) Knowing one connected equation between alphabetic formulas (e.g., 0.5*a = ... = 0.2*b), comparing the sizes of letters; (2) Knowing alphabetic formulas all equal to 1 (0.5*a = ... = 0.2*b = 1), find the value of another addition and subtraction expression consisting of alphabetic formulas containing the letters in the above alphabetic formulas. In addition, please note: the letters appearing in the question stem do not involve the calculation of power.	There are x number of boys in a certain school, the number of girls is \(\frac{3}{4}\) of boys, and there are ____ girls. The school has a total of ____ students.	0	-1	
x06030101	Learn the size relationship between proper fractions with the same denominator. Common related question types include the following: (1) Compare the size relationship between two proper fractions with the same denominator; (2) Given multiple proper fractions with the same denominator, solve sequence-related problems based on their value size. Also note: If a question contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above requirements. If there is unit information after the number in the question stem, the unit must be the same, and the problem solving process does not involve addition, subtraction, multiplication, and division calculations.	Xiaogang&#39;s money \frac{3}{4} is equal to Xiaoming&#39;s money \frac{2}{5}. Xiaogang&#39;s money ( ) Xiaoming&#39;s money. A. = B. &lt; C. &gt; 	0	-1	
x57130902	Learn to solve feasible combinations by enumeration. Common related question types include the following: (1) Given a numerical value of a total quantity demanded (e.g., total quantity of goods transported, total price), and the numerical value that each option can provide (e.g., the loading capacity of trucks of different sizes, coins of different denominations), solve the option combination that just meets the total quantity demanded. Also note that the numbers in the question stem are all integers, and the numerical value of each option in the combination cannot be wasted (e.g., each truck must be fully loaded, and no change is given for the currency). In the problem-solving process, no more than 15 feasible combinations should be enumerated.	If 58 tons of goods are transported from City A to City B by a 5-ton truck, the freight is 150 yuan; if a 2-ton medium truck is used, the freight is 80 yuan; if a 1-ton small truck is used, the freight is 50 yuan. So, the freight for transporting this batch of goods is at least ____ yuan.	0	-1	
x11040202	Learn to calculate addition or subtraction of three tens less than 100. Common related question types include the following: (1) Calculate addition or subtraction of three tens; (2) After calculating an addition or subtraction of three single-digit numbers, calculate the corresponding addition or subtraction of three tens.	There are 12 red balls and 12 black balls in the box. If you touch any ball, you are more likely to get a red ball than a black ball. There are at most ____ black balls.	0	-1	
x09020509	Learn the concept of common multiples related to the numbers 2, 3, and 5. Common related question types include the following: (1) From the given known numbers, select the number that meets the condition of common multiples of two or three numbers among 2, 3, and 5; (2) Select the largest or smallest number among the given numbers that meets the condition of common multiples of two or three numbers among 2, 3, and 5.	To make the three-digit number &quot;74□&quot; a multiple of 3, the maximum number that can be filled in &quot;□&quot; is ( ) A. 7 B. 4 C. 2 D. 1 	0	-1	
x06020104	Learn to compare the size relationship between one-digit decimals. Related question types include the following: (1) Find the result after sorting multiple one-digit decimals; (2) Compare the size of two one-digit decimals (if unit information is included, the units of the two one-digit decimals must be the same). In addition, please note that the question stem cannot contain addition, subtraction, multiplication, and division formulas.	The only decimal place greater than 4.7 but less than 4.9 is 4.8. ____.	1	-1	
x07020502	Learn how to rewrite decimals (the value of decimal remains the same). Common related question types include the following: (1) Rewrite a given integer or decimal to new decimal with more decimal places or smaller fraction unit. Also note: the question stem does not contain addition, subtraction, multiplication, and division formulas, and the question must clearly require that the decimal be rewritten and does not involve simplification. When the question stem contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above conditions.	Without changing the size, write the following numbers as decimals with three decimal places. 0.9→____ 0.30000→____ 7→____ 1.1230→____．	1	-1	
x11040202	Learn to calculate addition or subtraction of three tens less than 100. Common related question types include the following: (1) Calculate addition or subtraction of three tens; (2) After calculating an addition or subtraction of three single-digit numbers, calculate the corresponding addition or subtraction of three tens.	In the following formula, there are ____ numbers that are more than eighty: A: 8 + 21; B: 46 + 35; C: 92-5; D: 95-14	0	-1	
x07020402	Learn how to simplify decimals. Common related question types include the following: (1) Calculate the simplified result of a given decimal and simplify it to the simplest level, that is, there is no 0 at the end of the decimal part. Also note: the stem cannot contain addition, subtraction, multiplication, and division formulas, and the question must clearly require that the decimal be simplified and not rewritten. When the stem contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above conditions.	"Adding ""0"" or removing ""0"" from the end of a decimal keeps the size of the decimal unchanged. This is the ____ of the decimal."	0	-1	
x06030101	Learn the size relationship between proper fractions with the same denominator. Common related question types include the following: (1) Compare the size relationship between two proper fractions with the same denominator; (2) Given multiple proper fractions with the same denominator, solve sequence-related problems based on their value size. Also note: If a question contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above requirements. If there is unit information after the number in the question stem, the unit must be the same, and the problem solving process does not involve addition, subtraction, multiplication, and division calculations.	Compare the size relationship between 2/5 and 3/5.	1	-1	
x02061003	Learn to use 3 or 4 digits to form a three-digit or four-digit number, and judge the size relationship between the digits. Related question types are limited to the following: (1) Use 3 digits to form a three-digit number smaller than a certain number. Find the total number of such three-digit numbers, the largest number, and the smallest number. Each digit can only be used once in the combination process. (2) Knowing that the sum of the digits in each digit of a four-digit number is a certain number, find the largest number and the smallest number of this four-digit number.	First arrange the following numbers from smallest to largest, the third number is. ( ) A. 303033 B. 330303 C. 303303 D. 330330 	0	-1	
x04030601	Learn to use reciprocals to solve problems related to alphabetic formulas (forms in which a letter is multiplied by a number, e.g., 0.5*a). Commonly related question types include the following: (1) Knowing one connected equation between alphabetic formulas (e.g., 0.5*a = ... = 0.2*b), comparing the sizes of letters; (2) Knowing alphabetic formulas all equal to 1 (0.5*a = ... = 0.2*b = 1), find the value of another addition and subtraction expression consisting of alphabetic formulas containing the letters in the above alphabetic formulas. In addition, please note: the letters appearing in the question stem do not involve the calculation of power.	Known: \(\frac{7}{9}x = \frac{2}{7}y = 1\), then \(7x - 2y = \)____	1	-1	
x07020314	Learn the relationship between the left and right movement of the decimal point and the corresponding multiples in calculations. Commonly related question types include the following: (1) Calculate the given equation (multiply decimals by 10, 100, 1000, or divide by 10, 100, 1000); (2) Give an equation, in which the equation The two sides are the decimal and the decimal multiplied by an underscore space. The decimals on both sides of the equation only differ in the position of the decimal point. Fill in the corresponding multiplier or divisor value in the blank space. In addition, please note: the calculation can only be one-step calculation, and the formula of the question cannot be described in words.	20=2×2×5, 30=2×3×5, the common prime factor of 20 and 30 is ____; their least common multiple is ____. (If there are multiple answers, fill them in order from smallest to largest, separated by commas)	0	-1	
x04030601	Learn to use reciprocals to solve problems related to alphabetic formulas (forms in which a letter is multiplied by a number, e.g., 0.5*a). Commonly related question types include the following: (1) Knowing one connected equation between alphabetic formulas (e.g., 0.5*a = ... = 0.2*b), comparing the sizes of letters; (2) Knowing alphabetic formulas all equal to 1 (0.5*a = ... = 0.2*b = 1), find the value of another addition and subtraction expression consisting of alphabetic formulas containing the letters in the above alphabetic formulas. In addition, please note: the letters appearing in the question stem do not involve the calculation of power.	A project needs to be constructed. If engineering team A builds it alone, it will take 24 days. If engineering team B builds it alone, it will take 21 days. Then the time ratio between B and A is ____, and the work efficiency ratio between B and A is ____.	0	-1	
x20050401	Learn how to convert between kilograms and grams. Common related question types include the following: (1) Comparing the size relationship between two masses; (2) Calculating the result of converting between kilograms and grams. Also note: the units involved in the question stem can only be grams and kilograms, the numbers in the question must be integers, and the question stem cannot contain any addition, subtraction, multiplication, or division operations other than unit conversion.	6000000 grams = ____ kilograms.	1	-1	
x11041602	Learn to calculate addition and subtraction between two two-digit numbers, and judge the relationship between the result and other equations or numbers. Common related question types include the following: (1) Comparing the size of an addition or subtraction equation consisting of two-digit numbers with a single number; (2) Comparing the size of two addition or subtraction equations consisting of two-digit numbers. In addition, please note that when the question stem contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above conditions.	Fill in “&gt;”, “&lt;” or “=” on the horizontal line. 26090800000____26900800000 5270230000____4.96 million 150×20____15×200 12×400____40×140.	0	-1	
x09020509	Learn the concept of common multiples related to the numbers 2, 3, and 5. Common related question types include the following: (1) From the given known numbers, select the number that meets the condition of common multiples of two or three numbers among 2, 3, and 5; (2) Select the largest or smallest number among the given numbers that meets the condition of common multiples of two or three numbers among 2, 3, and 5.	If the 4-digit number 523□ is a multiple of 3, ____ can be filled in the □; if this number is a multiple of 2, ____ can be filled in the □; if this number is a multiple of 5, ____ can be filled in the □.	1	-1	
x06030101	Learn the size relationship between proper fractions with the same denominator. Common related question types include the following: (1) Compare the size relationship between two proper fractions with the same denominator; (2) Given multiple proper fractions with the same denominator, solve sequence-related problems based on their value size. Also note: If a question contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above requirements. If there is unit information after the number in the question stem, the unit must be the same, and the problem solving process does not involve addition, subtraction, multiplication, and division calculations.	For fractions with the same denominator, the fraction with a larger numerator is larger. ____. (True or false)	1	-1	
x04030501	Learn to calculate the reciprocal of a number. Common related question types include the following: (1) Calculate the reciprocal of one or more given numbers; (2) Given an equation where the product of a number and a blank is 1, find the value of the number that can be filled in the blank.	There are 21 candies, each of 7 pieces can be divided into ____ portions. Division formula:____	0	-1	
x11040202	Learn to calculate addition or subtraction of three tens less than 100. Common related question types include the following: (1) Calculate addition or subtraction of three tens; (2) After calculating an addition or subtraction of three single-digit numbers, calculate the corresponding addition or subtraction of three tens.	Calculate the comprehensive formula of the column: the sum of 30.3 plus 7 is divided by the difference of 90.5 minus 80.5. The quotient is ____.	0	-1	
x11040205	Learn to use addition and subtraction between two tens less than 100 to solve word problems (math problems with contextual descriptions). Common related question types include the following: (1) Math word problems using addition and subtraction between two tens less than 100.	A shopkeeper had 60 pens. If he sold 30 pens, how many pens are left with the shopkeeper?	1	-1	
x02030701	Learn the composition of two-digit numbers less than or equal to 20 (how many tens and how many ones). Common related question types include the following: (1) Convert a two-digit number into a combination of tens and ones; (2) Fill in the corresponding two-digit number based on the combination of tens and ones.	39－9＝____；39－30＝____	0	-1	
x20050401	Learn how to convert between kilograms and grams. Common related question types include the following: (1) Comparing the size relationship between two masses; (2) Calculating the result of converting between kilograms and grams. Also note: the units involved in the question stem can only be grams and kilograms, the numbers in the question must be integers, and the question stem cannot contain any addition, subtraction, multiplication, or division operations other than unit conversion.	2000 grams ( ) 2 kilograms. A. &gt; B. &lt; C. = 	1	-1	
x07010103	Learn the relationship between the changes in the numerator and denominator of a fraction while keeping the value unchanged. Common related question types include the following: (1) Rewrite a fraction into an equal fraction with a specified numerator or denominator; (2) Determine the change in the original denominator or numerator of a fraction when the numerator or denominator increases or decreases, and the value of the fraction remains unchanged. In addition, it should be noted that the change in the numerator or denominator should be limited to addition, subtraction, multiplication, and division operations between integers.	Reduce the following groups of fractions to the common denominator: \frac{5}{16} and \frac{7}{12} \frac{2}{3}, 1\frac{3}{14} and 3\frac{37}{42}.	0	-1	
x02040502	Learn the composition of two-digit numbers less than or equal to 100 (how many tens and how many ones). Common related question types include the following: (1) Convert a two-digit number into a combination of tens and ones; (2) Fill in the corresponding two-digit number based on the combination of tens and ones.	Given the digits 6 tens and 3 ones, form the correct two-digit number.	1	-1	
x11040203	Learn to perform addition and subtraction operations between two tens less than 100, and judge the relationship between the results of the calculation and other calculations or numbers. Common related question types include the following: (1) Comparing the size of an addition or subtraction formula consisting of two tens less than 100 and a single number; (2) Comparing the size of two addition or subtraction formulas consisting of two tens less than 100.	"Fill in ""＞"", ""＜"" or ""="". 35＋7____35-7 53＋8____70-9"	0	-1	
x04030501	Learn to calculate the reciprocal of a number. Common related question types include the following: (1) Calculate the reciprocal of one or more given numbers; (2) Given an equation where the product of a number and a blank is 1, find the value of the number that can be filled in the blank.	"Rewrite the following numbers using ""ten thousand"" as the unit. 230000=____million"	0	-1	
x06020104	Learn to compare the size relationship between one-digit decimals. Related question types include the following: (1) Find the result after sorting multiple one-digit decimals; (2) Compare the size of two one-digit decimals (if unit information is included, the units of the two one-digit decimals must be the same). In addition, please note that the question stem cannot contain addition, subtraction, multiplication, and division formulas.	Fill in “&lt;”, “&gt;” or “=” in the blanks. 0.45____0.54 0.9____0.90 0.0018____0.00018 1.82____18.2 3.05 yuan____3.5 yuan 130.54____130.054 6.09 kilometers____6900 meters 7.8 square meters____80 square decimeters. 	0	-1	
x07020402	Learn how to simplify decimals. Common related question types include the following: (1) Calculate the simplified result of a given decimal and simplify it to the simplest level, that is, there is no 0 at the end of the decimal part. Also note: the stem cannot contain addition, subtraction, multiplication, and division formulas, and the question must clearly require that the decimal be simplified and not rewritten. When the stem contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above conditions.	Steve recorded a temperature of -22.400 degrees Celsius. Rewrite it by removing any redundant zeros.	1	-1	
x06020104	Learn to compare the size relationship between one-digit decimals. Related question types include the following: (1) Find the result after sorting multiple one-digit decimals; (2) Compare the size of two one-digit decimals (if unit information is included, the units of the two one-digit decimals must be the same). In addition, please note that the question stem cannot contain addition, subtraction, multiplication, and division formulas.	The decimal point that is less than 6 but closest to 6 is ____.	1	-1	
x02040502	Learn the composition of two-digit numbers less than or equal to 100 (how many tens and how many ones). Common related question types include the following: (1) Convert a two-digit number into a combination of tens and ones; (2) Fill in the corresponding two-digit number based on the combination of tens and ones.	Counting ten by ten, six tens is ____.	1	-1	
x06030101	Learn the size relationship between proper fractions with the same denominator. Common related question types include the following: (1) Compare the size relationship between two proper fractions with the same denominator; (2) Given multiple proper fractions with the same denominator, solve sequence-related problems based on their value size. Also note: If a question contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above requirements. If there is unit information after the number in the question stem, the unit must be the same, and the problem solving process does not involve addition, subtraction, multiplication, and division calculations.	The largest of the following fractions is ( ) A. \frac{5}{8} B. \frac{6}{8} C. \frac{7}{8} 	1	-1	
x11040205	Learn to use addition and subtraction between two tens less than 100 to solve word problems (math problems with contextual descriptions). Common related question types include the following: (1) Math word problems using addition and subtraction between two tens less than 100.	"Fill in “＞”, “＜” or “="" on the horizontal lines. 300×4____2×600; 400×5____6×300."	0	-1	
x04030601	Learn to use reciprocals to solve problems related to alphabetic formulas (forms in which a letter is multiplied by a number, e.g., 0.5*a). Commonly related question types include the following: (1) Knowing one connected equation between alphabetic formulas (e.g., 0.5*a = ... = 0.2*b), comparing the sizes of letters; (2) Knowing alphabetic formulas all equal to 1 (0.5*a = ... = 0.2*b = 1), find the value of another addition and subtraction expression consisting of alphabetic formulas containing the letters in the above alphabetic formulas. In addition, please note: the letters appearing in the question stem do not involve the calculation of power.	"Fill in ""＞"", ""＜"" or ""="". 35＋7____35-7 53＋8____70-9"	0	-1	
x02030701	Learn the composition of two-digit numbers less than or equal to 20 (how many tens and how many ones). Common related question types include the following: (1) Convert a two-digit number into a combination of tens and ones; (2) Fill in the corresponding two-digit number based on the combination of tens and ones.	A two-digit number with a 2 in the ones place and a 1 in the tens place is ____.	1	-1	
x06030101	Learn the size relationship between proper fractions with the same denominator. Common related question types include the following: (1) Compare the size relationship between two proper fractions with the same denominator; (2) Given multiple proper fractions with the same denominator, solve sequence-related problems based on their value size. Also note: If a question contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above requirements. If there is unit information after the number in the question stem, the unit must be the same, and the problem solving process does not involve addition, subtraction, multiplication, and division calculations.	"比较大小．
\frac{1}{4}____ \frac{1}{3}； \frac{2}{3}____ \frac{1}{3}； \frac{3}{10}____ \frac{7}{10}； \frac{6}{9}____ \frac{6}{11}； \frac{2}{8}____ \frac{5}{8}； \frac{1}{4}____ \frac{1}{5}； \frac{3}{5}____ \frac{3}{10}； \frac{1}{6}____ \frac{5}{6}； \frac{2}{3}____ \frac{2}{8}； \frac{5}{6}____ \frac{5}{8}； \frac{5}{9}____ \frac{6}{9}； \frac{3}{6}____ \frac{3}{10}； \frac{5}{9}____ \frac{5}{8}； \frac{7}{10}____ \frac{7}{11}； \frac{3}{5}____ \frac{1}{5}． "	0	-1	
x09020509	Learn the concept of common multiples related to the numbers 2, 3, and 5. Common related question types include the following: (1) From the given known numbers, select the number that meets the condition of common multiples of two or three numbers among 2, 3, and 5; (2) Select the largest or smallest number among the given numbers that meets the condition of common multiples of two or three numbers among 2, 3, and 5.	Do as required. Choose three numbers from 0, 3, 5, and 7 to form a three-digit number. (1) The numbers that form a three-digit number are multiples of 2: _____ (2) The numbers that form a three-digit number are multiples of 5: _____. (3) The numbers that form a three-digit number are multiples of 3: _____.	0	-1	
x07020402	Learn how to simplify decimals. Common related question types include the following: (1) Calculate the simplified result of a given decimal and simplify it to the simplest level, that is, there is no 0 at the end of the decimal part. Also note: the stem cannot contain addition, subtraction, multiplication, and division formulas, and the question must clearly require that the decimal be simplified and not rewritten. When the stem contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above conditions.	The sum of a prime number and a composite number is 9, and the product is 20. The prime number is ____, and the composite number is ____.	0	-1	
x48040202	Learn how to estimate the total purchase price of three items in a shopping scenario. Common related question types include the following: (1) Given the prices of three items (each item can be a three-digit or two-digit price), but at least one of the items has a three-digit price, calculate the approximate total purchase price of the three items; (2) Calculate both the approximate and exact total purchase price of the three items;	It is estimated that the results of the following questions are more than dozens or hundreds. 207÷5____ 59÷2____ 123×6____ 481+254____ 800÷7____ 768÷3____ 990-314____ 504÷6____ 	0	-1	
x11040205	Learn to use addition and subtraction between two tens less than 100 to solve word problems (math problems with contextual descriptions). Common related question types include the following: (1) Math word problems using addition and subtraction between two tens less than 100.	There are 202 peach trees in the orchard, and the number of pear trees is three times that of peach trees. There are ____ pear trees and peach trees in total.	0	-1	
x09020509	Learn the concept of common multiples related to the numbers 2, 3, and 5. Common related question types include the following: (1) From the given known numbers, select the number that meets the condition of common multiples of two or three numbers among 2, 3, and 5; (2) Select the largest or smallest number among the given numbers that meets the condition of common multiples of two or three numbers among 2, 3, and 5.	Among 16, 35, 42, 70, 60, 81, and 2.4, the multiples of 2 are ____, the multiples of 3 are ____, the multiples of 5 are ____, the multiples of both 2 and 3 are ____, the multiples of both 2 and 5 are ____, and the multiples of 2, 3, and 5 are ____.	1	-1	
x11040202	Learn to calculate addition or subtraction of three tens less than 100. Common related question types include the following: (1) Calculate addition or subtraction of three tens; (2) After calculating an addition or subtraction of three single-digit numbers, calculate the corresponding addition or subtraction of three tens.	 What is 40 + 50 + 60?	1	-1	
x02021101	Learn the relationship between natural numbers within 5. Common related question types include the following: (1) Sorting numbers by size; (2) Comparing numbers. Also note: the question stem does not contain addition, subtraction, multiplication, or division formulas.	Arrange the numbers 3, 5, 1, 4, 2 in descending order.	1	-1	
x07020402	Learn how to simplify decimals. Common related question types include the following: (1) Calculate the simplified result of a given decimal and simplify it to the simplest level, that is, there is no 0 at the end of the decimal part. Also note: the stem cannot contain addition, subtraction, multiplication, and division formulas, and the question must clearly require that the decimal be simplified and not rewritten. When the stem contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above conditions.	Write the result directly: 6.2-2.7=____ 6÷1.5=____	0	-1	
x07020502	Learn how to rewrite decimals (the value of decimal remains the same). Common related question types include the following: (1) Rewrite a given integer or decimal to new decimal with more decimal places or smaller fraction unit. Also note: the question stem does not contain addition, subtraction, multiplication, and division formulas, and the question must clearly require that the decimal be rewritten and does not involve simplification. When the question stem contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above conditions.	Without changing the size of 1.2, rewriting it as a decimal with &quot;one hundredth&quot; as the unit is ( ) A. 1.2 B. 1.20 C. 1.200 	1	-1	
x09020509	Learn the concept of common multiples related to the numbers 2, 3, and 5. Common related question types include the following: (1) From the given known numbers, select the number that meets the condition of common multiples of two or three numbers among 2, 3, and 5; (2) Select the largest or smallest number among the given numbers that meets the condition of common multiples of two or three numbers among 2, 3, and 5.	Fill in the □ with a suitable number that satisfies the following requirements. (1) A multiple of 5: 379□ (2) A multiple of 3: 4695□	0	-1	
x11041602	Learn to calculate addition and subtraction between two two-digit numbers, and judge the relationship between the result and other equations or numbers. Common related question types include the following: (1) Comparing the size of an addition or subtraction equation consisting of two-digit numbers with a single number; (2) Comparing the size of two addition or subtraction equations consisting of two-digit numbers. In addition, please note that when the question stem contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above conditions.	Fill in &gt;, &lt; or = 829600____830,000690,000____1273,000 47×25×4____47×100 459900____460000．	0	-1	
x07020502	Learn how to rewrite decimals (the value of decimal remains the same). Common related question types include the following: (1) Rewrite a given integer or decimal to new decimal with more decimal places or smaller fraction unit. Also note: the question stem does not contain addition, subtraction, multiplication, and division formulas, and the question must clearly require that the decimal be rewritten and does not involve simplification. When the question stem contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above conditions.	A rectangular parallelepiped has a square base with an area of 16 square decimeters and a square side when unfolded. Then the surface area of the cuboid is ____ square decimeters.	0	-1	
x57130902	Learn to solve feasible combinations by enumeration. Common related question types include the following: (1) Given a numerical value of a total quantity demanded (e.g., total quantity of goods transported, total price), and the numerical value that each option can provide (e.g., the loading capacity of trucks of different sizes, coins of different denominations), solve the option combination that just meets the total quantity demanded. Also note that the numbers in the question stem are all integers, and the numerical value of each option in the combination cannot be wasted (e.g., each truck must be fully loaded, and no change is given for the currency). In the problem-solving process, no more than 15 feasible combinations should be enumerated.	The mall is launching a promotional activity, offering a 50 yuan cash reward for every purchase of 200 yuan or more. Xiaodong&#39;s mother brought 650 yuan to the mall for shopping. Please help her calculate how much money she can buy at most?	0	-1	
x47060201	Learn how to calculate travel time and distance given the time required to walk a certain distance and the time required to rest after each distance. Common related question types include the following: (1) Find the travel time given the distance; (2) Find the distance given the travel time.	4 p.m. is ____ o&#39;clock in the 24-hour system, and 19 p.m. is ____ o&#39;clock in the afternoon.	0	-1	
x11040202	Learn to calculate addition or subtraction of three tens less than 100. Common related question types include the following: (1) Calculate addition or subtraction of three tens; (2) After calculating an addition or subtraction of three single-digit numbers, calculate the corresponding addition or subtraction of three tens.	Tom has 70 pencils in his pencil case. He adds 30 more pencils and then takes away 20 pencils. How many pencils does Tom have now?	1	-1	
x07020502	Learn how to rewrite decimals (the value of decimal remains the same). Common related question types include the following: (1) Rewrite a given integer or decimal to new decimal with more decimal places or smaller fraction unit. Also note: the question stem does not contain addition, subtraction, multiplication, and division formulas, and the question must clearly require that the decimal be rewritten and does not involve simplification. When the question stem contains multiple sub-questions, it is necessary to ensure that each sub-question meets the above conditions.	The result of simplifying 102.020 is ( ) A. 12.2 B. 102.02 C. 102.0200 	0	-1	
x57130902	Learn to solve feasible combinations by enumeration. Common related question types include the following: (1) Given a numerical value of a total quantity demanded (e.g., total quantity of goods transported, total price), and the numerical value that each option can provide (e.g., the loading capacity of trucks of different sizes, coins of different denominations), solve the option combination that just meets the total quantity demanded. Also note that the numbers in the question stem are all integers, and the numerical value of each option in the combination cannot be wasted (e.g., each truck must be fully loaded, and no change is given for the currency). In the problem-solving process, no more than 15 feasible combinations should be enumerated.	A tour group of 52 people went boating on Daming Lake. Each large boat can hold 6 people and the hourly rental fee is 80 yuan. Each small boat can hold 4 people and the hourly rental fee is 60 yuan. (The boating time is 1 hour) (1) Please design three different boat rental plans (no empty seats and no overloading). (2) Please find the most cost-effective plan and calculate the amount of money to be paid.	1	-1	
x01010201	Learn the definitions of the following types of numbers, including integers, odd numbers, even numbers, fractions, decimals, positive numbers, negative numbers, and natural numbers. Common related question types include the following: (1) Select a number of a specified type from a given set of numbers; (2) Determine whether a number is within the defined range; (3) Determine whether a proposition about the classification of numbers is true or false.	Is the number 27 an odd number?	1	-1	
x02061003	Learn to use 3 or 4 digits to form a three-digit or four-digit number, and judge the size relationship between the digits. Related question types are limited to the following: (1) Use 3 digits to form a three-digit number smaller than a certain number. Find the total number of such three-digit numbers, the largest number, and the smallest number. Each digit can only be used once in the combination process. (2) Knowing that the sum of the digits in each digit of a four-digit number is a certain number, find the largest number and the smallest number of this four-digit number.	Fill in the blanks with “&lt;”, “&gt;”, or “=”. 785436____785426 100 hundreds of thousands____10000000 99999____100000.	0	-1	
x01010201	Learn the definitions of the following types of numbers, including integers, odd numbers, even numbers, fractions, decimals, positive numbers, negative numbers, and natural numbers. Common related question types include the following: (1) Select a number of a specified type from a given set of numbers; (2) Determine whether a number is within the defined range; (3) Determine whether a proposition about the classification of numbers is true or false.	Convert the following decimals into fractions. 5.125=____, 1.25=____.	0	-1	
x11040205	Learn to use addition and subtraction between two tens less than 100 to solve word problems (math problems with contextual descriptions). Common related question types include the following: (1) Math word problems using addition and subtraction between two tens less than 100.	30＋9＝____； 70＋1＝____	0	-1	
